run_group,category,model,prompt_setting,language,raw_generation_files,automatic_metric_files,correctness_files,raw_present,metrics_present,correctness_present,complete_raw_metrics_correctness,raw_paths,metric_paths,correctness_paths
core_400_report_run,open-source-base,qwen25_1_5b_instruct,few_shot,javascript,1,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,zero_shot,python,6,6,16,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_greedy_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t02_p09_k50_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t05_p09_k50_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t07_p095_k50_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json | outputs/segregated_results/open-source-base/_long_paths/1a8e71020e29_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_greedy_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/_long_paths/1746f6e13838_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_greedy_v1_code_grounded_summary.json | outputs/segregated_results/open-source-base/_long_paths/283c82ef40ed_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t02_p09_k50_v1_code_grounded_deta.jsonl | outputs/segregated_results/open-source-base/_long_paths/c6d21a1cb433_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t02_p09_k50_v1_code_grounded_summa.json | outputs/segregated_results/open-source-base/_long_paths/e51316d5e1ff_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t05_p09_k50_v1_code_grounded_deta.jsonl | outputs/segregated_results/open-source-base/_long_paths/3eb7243d13bf_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t05_p09_k50_v1_code_grounded_summa.json | outputs/segregated_results/open-source-base/_long_paths/4090d8eafcb3_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t07_p095_k50_v1_code_grounded_det.jsonl | outputs/segregated_results/open-source-base/_long_paths/037eb0224ba7_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_t07_p095_k50_v1_code_grounded_summ.json | outputs/segregated_results/open-source-base/_long_paths/867cc405e2ce_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/_long_paths/d3e632044bd1_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,zero_shot,java,1,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1_correctness_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,zero_shot,javascript,1,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_zero_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_zero_shot_javascript_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_javascript_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_javascript_400_v1_correctness_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,one_shot,python,2,6,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,one_shot,java,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,one_shot,javascript,6,12,12,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired.jsonl | outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_eval.json_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_eval.json_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_correctness.json_summary.json | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v1_code_grounded_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v2_repaired_code_grounded_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_javascript_400_v3_repaired_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,few_shot,python,2,6,6,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_eval.json_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,few_shot,java,1,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1_correctness_summary.json
core_400_report_run,open-source-base,qwen25_coder_1_5b_instruct,few_shot,javascript,1,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_few_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_coder_1_5b_instruct_P1_few_shot_javascript_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_javascript_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_javascript_400_v1_correctness_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,zero_shot,python,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/de0687726e79_codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/2a91692c4753_codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/300a156093a9_codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/e11cabe07d49_codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,zero_shot,java,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/b1cb2f4a2a43_codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/270741d35bb9_codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/4540f2b9759a_codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/3e1aadbf72d2_codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,zero_shot,javascript,1,2,1,True,True,True,True,outputs/segregated_results/open-source-lora/_long_paths/9e28743cb46e_codegemma_2b_lora_multilang_P1_zero_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/0fb6fd599eba_codegemma_2b_lora_multilang_P1_zero_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/89492be77129_codegemma_2b_lora_multilang_P1_zero_shot_javascript_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/2fe56860627b_codegemma_2b_lora_multilang_P1_zero_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,one_shot,python,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/cb05daad1eb1_codegemma_2b_lora_multilang_P1_one_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/7e611c0afe5d_codegemma_2b_lora_multilang_P1_one_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/ef3b2778e498_codegemma_2b_lora_multilang_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/adfde55fd9fa_codegemma_2b_lora_multilang_P1_one_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,one_shot,java,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/579df635231b_codegemma_2b_lora_multilang_P1_one_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/636e0ce9eb98_codegemma_2b_lora_multilang_P1_one_shot_java_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/a52c42120b30_codegemma_2b_lora_multilang_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/b074b30c28ae_codegemma_2b_lora_multilang_P1_one_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,one_shot,javascript,1,2,1,True,True,True,True,outputs/segregated_results/open-source-lora/_long_paths/4b1afd8dc165_codegemma_2b_lora_multilang_P1_one_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/3cc8b4b3d5b6_codegemma_2b_lora_multilang_P1_one_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/e2a20de86823_codegemma_2b_lora_multilang_P1_one_shot_javascript_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/539848342fd4_codegemma_2b_lora_multilang_P1_one_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,few_shot,python,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/2e2c711d2fef_codegemma_2b_lora_multilang_P1_few_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/af4956e5b212_codegemma_2b_lora_multilang_P1_few_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/3e7e9eaf03ce_codegemma_2b_lora_multilang_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/018cb82dbd08_codegemma_2b_lora_multilang_P1_few_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,few_shot,java,3,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_java_400_v1.jsonl | outputs/segregated_results/open-source-lora/_long_paths/d68a3cd92923_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/6f12b9cca668_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/0d80507c2725_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/48d8e5003004_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/d150c88262dc_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/0964db02192c_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,codegemma_2b_lora_multilang,few_shot,javascript,1,2,1,True,True,True,True,outputs/segregated_results/open-source-lora/_long_paths/915102c223dd_codegemma_2b_lora_multilang_P1_few_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/8e441d243530_codegemma_2b_lora_multilang_P1_few_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/1e905ee70c42_codegemma_2b_lora_multilang_P1_few_shot_javascript_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/95cf5347020a_codegemma_2b_lora_multilang_P1_few_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,gemma_2_2b_it_lora_multilang,zero_shot,python,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/_long_paths/6b6576e01b1d_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/72a1090ffca3_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/bdd6d3732e5c_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/c7a243b99c39_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/5ab05b514686_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,gemma_2_2b_it_lora_multilang,zero_shot,java,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/08d226ed11bb_gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/670bfc675768_gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1_summary.json,outputs/segregated_results/open-source-lora/_long_paths/750317c8fd74_gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/e959266be815_gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-lora,gemma_2_2b_it_lora_multilang,zero_shot,javascript,1,2,2,True,True,True,True,outputs/segregated_results/open-source-lora/_long_paths/1b79b5aa920d_gemma_2_2b_it_lora_multilang_P1_zero_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-lora/_long_paths/7378152c8177_gemma_2_2b_it_lora_multilang_P1_zero_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-lora/_long_paths/57ff5b938915_gemma_2_2b_it_lora_multilang_P1_zero_shot_javascript_400_v1_summary.json,outputs/segregated_results/open-source-lora/correctness/gemma_2_2b_it_lora_multilang_P1_zero_shot_javascript_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-lora/correctness/gemma_2_2b_it_lora_multilang_P1_zero_shot_javascript_400_v1_correctness_summary.json
