artifact_id,repository_relative_path,source_relative_path,sha256,size_bytes,publication_status,reason
pub_00144,experiments/core_400/deepseek_chat_v3_2/java/os/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_java_400_v1_correctness.json_summary.json,2d109e258deaff62f120f8f4705dd8868eae09768dc5b285b488203da61e98f1,1269,INCLUDE_GIT,authoritative selected compact public evidence
pub_00145,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,320295,INCLUDE_GIT,authoritative selected compact public evidence
pub_00146,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_summary.json,aee1ddb38efdd905f69c2aa55dcc342718b8f5c0615534d7cb4b4183be446e26,1289,INCLUDE_GIT,authoritative selected compact public evidence
pub_00147,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,316529,INCLUDE_GIT,authoritative selected compact public evidence
pub_00148,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_summary.json,d12026df828ab0bfd5b2513d31cdf9d0178585cf6d5ba316489d289a420521b5,1257,INCLUDE_GIT,authoritative selected compact public evidence
pub_00149,experiments/core_400/deepseek_chat_v3_2/java/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl,01904ec460a130d23991da997ccd48660ca5da4f7956fd3af338e1bea75f904d,317193,INCLUDE_GIT,authoritative selected compact public evidence
pub_00150,experiments/core_400/deepseek_chat_v3_2/java/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_java_400_v1_correctness.json_summary.json,8f2478f41657cf0d7eb8c1a16d531134b057178762ef2884343f85981059f464,1272,INCLUDE_GIT,authoritative selected compact public evidence
pub_00151,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,325930,INCLUDE_GIT,authoritative selected compact public evidence
pub_00152,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_summary.json,804d207c61f1cdf9f742c29e91b6e56c6eac59c9e69b3a1ea28f4904bf25b525,1292,INCLUDE_GIT,authoritative selected compact public evidence
pub_00153,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,321375,INCLUDE_GIT,authoritative selected compact public evidence
pub_00154,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_python_400_v1_correctness.json_summary.json,47293bffbb229be41b90017d6699ed6fd1296e8f0ba0ba92c72037f1322e0253,1260,INCLUDE_GIT,authoritative selected compact public evidence
pub_00155,experiments/core_400/gemini_3_flash/java/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,318636,INCLUDE_GIT,authoritative selected compact public evidence
pub_00156,experiments/core_400/gemini_3_flash/java/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_java_400_v1_correctness.json_summary.json,5a590ae4eed4e8b09483ed00ac9a2804c8d0fe09e0c4af6d00b7c4e910a6264c,1296,INCLUDE_GIT,authoritative selected compact public evidence
pub_00157,experiments/core_400/gemini_3_flash/javascript/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl,bdb45cf6b86963f628dde39ca893bec80e057bd497fc88c9e9765dd8dfdd845a,327872,INCLUDE_GIT,authoritative selected compact public evidence
pub_00158,experiments/core_400/gemini_3_flash/javascript/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_correctness.json_summary.json,8590339755a5649b2cab45ab6fcc300b243110bcc873554e14f096f8fb7638c1,1316,INCLUDE_GIT,authoritative selected compact public evidence
pub_00159,experiments/core_400/gemini_3_flash/python/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl,870062b9f883458274ff09d034244be74b84e3b1b8fafc9af2aee463b751de1b,321627,INCLUDE_GIT,authoritative selected compact public evidence
pub_00160,experiments/core_400/gemini_3_flash/python/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_python_400_v1_correctness.json_summary.json,e1aaf2bca6e9da8ad17c982ac09d1992c32642029ef8d94d3d5bb18f2c3788fc,1274,INCLUDE_GIT,authoritative selected compact public evidence
pub_00161,experiments/core_400/gpt_5_1_codex/java/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl,d4b6b7d4df328f11943632bfbe82ba68e308673a8ba173a3204ccdc63ed499cb,323765,INCLUDE_GIT,authoritative selected compact public evidence
pub_00162,experiments/core_400/gpt_5_1_codex/java/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_java_400_v1_correctness.json_summary.json,763dfec769551e80a9b79dcdb0ce052a1d78e8d2eb283723f8345015b83df3cc,1272,INCLUDE_GIT,authoritative selected compact public evidence
pub_00163,experiments/core_400/gpt_5_1_codex/javascript/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl,cf8ea8c63ada79d8849d95c3ba87bdd6c464268aafe40a088cbafffacee7245a,333063,INCLUDE_GIT,authoritative selected compact public evidence
pub_00164,experiments/core_400/gpt_5_1_codex/javascript/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_javascript_400_v1_correctness.json_summary.json,6a1d3493ed46082710c18ba6b6f89e4422a646e3ac67ef5c4698d140b0353f8c,1298,INCLUDE_GIT,authoritative selected compact public evidence
pub_00165,experiments/core_400/gpt_5_1_codex/python/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl,6afdeb58d596b089596b7e242226205b7ce64748018f12c00177b82866e1d171,326507,INCLUDE_GIT,authoritative selected compact public evidence
pub_00166,experiments/core_400/gpt_5_1_codex/python/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_python_400_v1_correctness.json_summary.json,7d638962a60da9d6d76a2d71b5a2c6bded6e688d5a933fbfdff95418ac82ada1,1256,INCLUDE_GIT,authoritative selected compact public evidence
pub_00167,experiments/core_400/gpt_5_1/java/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl,c2d1478ccfbc620a149059292a82d7648781ccf5800fdc9abda976de068628e8,321463,INCLUDE_GIT,authoritative selected compact public evidence
pub_00168,experiments/core_400/gpt_5_1/java/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_java_400_v1_correctness.json_summary.json,4997e67f502c32411cab2450633daf132e2470bf061cfc2b80d8561ab2ab4e67,1264,INCLUDE_GIT,authoritative selected compact public evidence
pub_00169,experiments/core_400/gpt_5_1/javascript/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl,5b0bd19246c7d6453563ce8c417fccdb330a17b1284a3bcdfffe73b27c26ec77,332179,INCLUDE_GIT,authoritative selected compact public evidence
pub_00170,experiments/core_400/gpt_5_1/javascript/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_javascript_400_v1_correctness.json_summary.json,08192aef3c9db68e2dabdf191e6f840ab80799c31bb329ebf1d8d49e8041c07e,1284,INCLUDE_GIT,authoritative selected compact public evidence
pub_00171,experiments/core_400/gpt_5_1/python/zs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_python_400_v2_correctness.json_detailed.jsonl,941fc2f44d7661940a0eb8840d11a6594d24e5e8bea4412c7e586176b4eaff9e,324187,INCLUDE_GIT,authoritative selected compact public evidence
pub_00172,experiments/core_400/gpt_5_1/python/zs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_python_400_v2_correctness.json_summary.json,6d8c858c86e8bced64da6fc65ab5f92c8600d05032f484cc20819f815ff1bbb2,1246,INCLUDE_GIT,authoritative selected compact public evidence
pub_00173,experiments/core_400/deepseek_chat_v3_2/java/fs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl,ba67d0c8352c872b512e9994a7a5c5fd0c2b5f4d33d03c77175bd04322d3776b,323798,INCLUDE_GIT,authoritative selected compact public evidence
pub_00174,experiments/core_400/deepseek_chat_v3_2/java/fs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_java_400_v1_code_grounded_summary.json,202a656d8b0e7bea179b742bc374fd41c48f950c45d1b3ecc41e6d544aeeed28,1262,INCLUDE_GIT,authoritative selected compact public evidence
pub_00175,experiments/core_400/deepseek_chat_v3_2/java/fs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_java_400_v1_detailed.jsonl,5937954c6c2c9043c6806cab4b03ef41f8be148158eb152fe4a1f0419ed1b143,340791,INCLUDE_GIT,authoritative selected compact public evidence
pub_00176,experiments/core_400/deepseek_chat_v3_2/java/fs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_java_400_v1_summary.json,c8448f2d73b915591e0f16bc86458955c4195de8e4526239bb75a10b3aa3f68c,1087,INCLUDE_GIT,authoritative selected compact public evidence
pub_00177,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,320140,INCLUDE_GIT,authoritative selected compact public evidence
pub_00178,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_summary.json,57f305456e6761ecbc5321d3a7647100ae574dccc8b961ea463550354e855487,1310,INCLUDE_GIT,authoritative selected compact public evidence
pub_00179,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_detailed.jsonl,7cd6f217d12bbd8f51e6a0df9e506dd4612a87fcf30cbd9f72e2152ecaa435e9,331814,INCLUDE_GIT,authoritative selected compact public evidence
pub_00180,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_summary.json,7b098a143ae41c03a4e8d4f77f23264690d03dcac7b93e1b8bfb90de30838ea6,1095,INCLUDE_GIT,authoritative selected compact public evidence
pub_00181,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,321835,INCLUDE_GIT,authoritative selected compact public evidence
pub_00182,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json,3afd3eac18fd629f5f319eb95bafe6f30603254f3d462a9a9281d83d90d29f44,1266,INCLUDE_GIT,authoritative selected compact public evidence
pub_00183,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_detailed.jsonl,cf2d8f0dc41b965f27b60effc764d56d7c991040441cb45ec3a745404930aeb5,335475,INCLUDE_GIT,authoritative selected compact public evidence
pub_00184,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_summary.json,32adacaa4ad707b844c29de0baa4cf3f7f8acc7e87dcb6fbdb48d48ba27259fd,1095,INCLUDE_GIT,authoritative selected compact public evidence
pub_00185,experiments/core_400/deepseek_chat_v3_2/java/os/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_java_400_v1_detailed.jsonl,194ad90feca61636cc49d3bc085b16297bcd9c951648a4f65d6e7837fd4f39b7,335760,INCLUDE_GIT,authoritative selected compact public evidence
pub_00186,experiments/core_400/deepseek_chat_v3_2/java/os/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_java_400_v1_summary.json,429a45c902ce080efdb893560fcb0ff6eb54a03829c33c4ad4b15b09521178e1,1085,INCLUDE_GIT,authoritative selected compact public evidence
pub_00187,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl,f7fae25503beceb635103c23e222d0f9a501e22ab638200a1fa5f880ce07e576,332174,INCLUDE_GIT,authoritative selected compact public evidence
pub_00188,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_summary.json,876c8acb41029c19c3e8597a442104daea837bf9fd6c339d3b51e2a13f63aa4b,1121,INCLUDE_GIT,authoritative selected compact public evidence
pub_00189,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl,46f85e1d87cc4ffec8fe3e1d4d1fe44c867fb4019823a10d5788f07d7511f564,329907,INCLUDE_GIT,authoritative selected compact public evidence
pub_00190,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_summary.json,9c2944409bff8e4afca914527de9d4562726fd53b1f3f96603cd0f8962bec77d,1095,INCLUDE_GIT,authoritative selected compact public evidence
pub_00191,experiments/core_400/deepseek_chat_v3_2/java/zs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_detailed.jsonl,492fb3c8d0ed20d22b59a45446787b920f1c7f06112b85c554a822e80e518b56,333870,INCLUDE_GIT,authoritative selected compact public evidence
pub_00192,experiments/core_400/deepseek_chat_v3_2/java/zs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_summary.json,03eaa835fb3d5fc830f3c35ed3d3f904f8de87857d64d0d92f3baebbd8bae98d,1094,INCLUDE_GIT,authoritative selected compact public evidence
pub_00193,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl,864ba0333dcd2da54f95448cca31f0bf1c254d14bc8c0b3a71f3646a3dd73fb5,337959,INCLUDE_GIT,authoritative selected compact public evidence
pub_00194,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json,a8a6a068f383d2f00856ffad9cf6c114b2cfbcb2f6a87afe24c3cba8c49e31a4,1106,INCLUDE_GIT,authoritative selected compact public evidence
pub_00195,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl,3cd447c378a7bd7cdcbf4dc5e404e82cf9c62ced021c87b31b4d7a883b6b0771,334852,INCLUDE_GIT,authoritative selected compact public evidence
pub_00196,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_summary.json,d67a77f5b075413aa5d48ea873aafaedfa9f3502d8dc4b81e4a6d855f8292990,1090,INCLUDE_GIT,authoritative selected compact public evidence
pub_00197,experiments/core_400/gemini_3_flash/java/fs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl,fd38873fe9ff775c2f2953d5779206caa22b60c740e5e7e4c7caeb79b34242c9,341294,INCLUDE_GIT,authoritative selected compact public evidence
pub_00198,experiments/core_400/gemini_3_flash/java/fs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_code_grounded_summary.json,27ebde568f3ae19058a509e904361d07134afc79538777027958f149bf7e60e6,1278,INCLUDE_GIT,authoritative selected compact public evidence
pub_00199,experiments/core_400/gemini_3_flash/java/fs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_detailed.jsonl,9ade424a3cb9a0a174b9f0b2afc338cd3cfdbfa11cb123a1c80d47881ad0ad02,358970,INCLUDE_GIT,authoritative selected compact public evidence
pub_00200,experiments/core_400/gemini_3_flash/java/fs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_summary.json,2fe05009bb8268a0876b9d1f49cf94f56fe3df6234997c8b2f31f7ba8a3956b4,1105,INCLUDE_GIT,authoritative selected compact public evidence
pub_00201,experiments/core_400/gemini_3_flash/javascript/fs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl,6edc679fa522eaebd03605be4ddddbf7bc4628c756996c450de7f43be7f2434a,348015,INCLUDE_GIT,authoritative selected compact public evidence
pub_00202,experiments/core_400/gemini_3_flash/javascript/fs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_code_grounded_summary.json,a3d7c7f142a30a03e337fc7aae0bdac5292b3624212acc3595ed9b99a76e7e0c,1320,INCLUDE_GIT,authoritative selected compact public evidence
pub_00203,experiments/core_400/gemini_3_flash/javascript/fs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_detailed.jsonl,11cfcdf7019b0baded89b90ceeeda5f4495a82409d0b1d5942c1a87d8e02521e,361805,INCLUDE_GIT,authoritative selected compact public evidence
pub_00204,experiments/core_400/gemini_3_flash/javascript/fs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_summary.json,d8012faf5bcea41c5ccf601e61dbaed5f283c967f4fff3b2c9c03ce3e845d716,1125,INCLUDE_GIT,authoritative selected compact public evidence
pub_00205,experiments/core_400/gemini_3_flash/python/fs/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl,b863490c9ca2439c5280e5ca1bf2bb715f4a423f0b09b5a98c1df71aee275de4,322626,INCLUDE_GIT,authoritative selected compact public evidence
pub_00206,experiments/core_400/gemini_3_flash/python/fs/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1_code_grounded_summary.json,938adb35367c749d4f3ed8b822658f72b719e42014e846f594c49030c3d679ea,1290,INCLUDE_GIT,authoritative selected compact public evidence
pub_00207,experiments/core_400/gemini_3_flash/python/fs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1_detailed.jsonl,98bd741236941971b1bbe63b36e0dc2a0e07e96cc4fa5aa377b8dd70d870aaf4,335795,INCLUDE_GIT,authoritative selected compact public evidence
pub_00208,experiments/core_400/gemini_3_flash/python/fs/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1_summary.json,28fa066dcb0c535b03b2b2954f2aab954864054b5ab249883761479eeccd9ef8,1115,INCLUDE_GIT,authoritative selected compact public evidence
pub_00209,experiments/core_400/gemini_3_flash/java/os/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl,ca5ce82e47af683bac2af41c70efcbe501a372142ea668d00086bfdfbba7046f,329038,INCLUDE_GIT,authoritative selected compact public evidence
pub_00210,experiments/core_400/gemini_3_flash/java/os/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_code_grounded_summary.json,6b909fc7b06d2c848a4215ec0b19b2da94dccbddc8abb76ca123a6dc4417da85,1304,INCLUDE_GIT,authoritative selected compact public evidence
pub_00211,experiments/core_400/gemini_3_flash/java/os/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_detailed.jsonl,0ff4972b8a90bce86f9a1b24d5876735c9b8548ce9402316e88dfc7d26ebe0f2,346817,INCLUDE_GIT,authoritative selected compact public evidence
pub_00212,experiments/core_400/gemini_3_flash/java/os/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_summary.json,89449da8d76b8206039ff95e4c74c068b5bba1e5e641d6b2253e051b46cea22d,1109,INCLUDE_GIT,authoritative selected compact public evidence
pub_00213,experiments/core_400/gemini_3_flash/javascript/os/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl,8705c522656a0c829efca033460169ce4a7c029219b5e96f3d568aa8f17cde36,333043,INCLUDE_GIT,authoritative selected compact public evidence
pub_00214,experiments/core_400/gemini_3_flash/javascript/os/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1_code_grounded_summary.json,97418dafe5b13a521d13f7b7636c3d0ae9e6c13e77687f25f7bb800102d68d2d,1322,INCLUDE_GIT,authoritative selected compact public evidence
pub_00215,experiments/core_400/gemini_3_flash/javascript/os/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1_detailed.jsonl,449dea04afd816d319f41c39b6cee4126ec07fd181a73b64508b8559b452d5cd,344871,INCLUDE_GIT,authoritative selected compact public evidence
pub_00216,experiments/core_400/gemini_3_flash/javascript/os/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1_summary.json,0366e63c497dc05c9995d2dd71a67f539f46b52f72fc6f15627a5070e4bd5f28,1121,INCLUDE_GIT,authoritative selected compact public evidence
pub_00217,experiments/core_400/gemini_3_flash/python/os/assessment/code_grounded_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl,25b2a885ddfd17415cbfc2faac43def9e730dcbc2d62ef1e7ea2e2b846c1f935,323307,INCLUDE_GIT,authoritative selected compact public evidence
pub_00218,experiments/core_400/gemini_3_flash/python/os/assessment/code_grounded_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1_code_grounded_summary.json,2233bde1fdcd49e93f7e2a1790b6c7c62c8a7a4b72601d0ede055cfdffc3d30a,1288,INCLUDE_GIT,authoritative selected compact public evidence
pub_00219,experiments/core_400/gemini_3_flash/python/os/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1_detailed.jsonl,784a9cc5b01b43c41ba6013c3e00db1115fe2f485f2eb4fa9ae1aa2d2be10429,336735,INCLUDE_GIT,authoritative selected compact public evidence
pub_00220,experiments/core_400/gemini_3_flash/python/os/assessment/automatic_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1_summary.json,715c8feea501f63c7d67ffa0ade0b3c8d0cb0839a37cf1380a3fd00048c64e9a,1109,INCLUDE_GIT,authoritative selected compact public evidence
pub_00221,experiments/core_400/gemini_3_flash/java/zs/assessment/automatic_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_detailed.jsonl,de956290b5a58b43f157df005775a6fd65252b25b0b0b94ac49e1f849640d4aa,335361,INCLUDE_GIT,authoritative selected compact public evidence
