logical_group,model_slug,language,prompt_regime,artefact_type,candidate_sample_count,size_bytes,sha256,diagnostic_markers,source_relative_path
74,deepseek_chat_v3_2,javascript,FS,raw_generation,400,214790,7d348408773403a67f7ab3e815371466524b7e27f29e9ae7ccad436bdbaa0962,,outputs/raw_generations/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1.jsonl
74,deepseek_chat_v3_2,javascript,FS,raw_generation,400,214790,7d348408773403a67f7ab3e815371466524b7e27f29e9ae7ccad436bdbaa0962,,outputs/raw_generations/deepseek_chat_P1_few_shot_javascript_400_v1.jsonl
75,deepseek_chat_v3_2,javascript,OS,automatic_evaluation_detailed,400,332162,c10c2bef3a32fdb69d902a3c446c6bc7b46888b0a4f678f3a7a20b114807a946,,outputs/evaluations/deepseek_chat_P1_one_shot_javascript_400_v1_eval.json_detailed.jsonl
75,deepseek_chat_v3_2,javascript,OS,automatic_evaluation_detailed,400,332162,c10c2bef3a32fdb69d902a3c446c6bc7b46888b0a4f678f3a7a20b114807a946,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_one_shot_javascript_400_v1_eval.json_detailed.jsonl
76,deepseek_chat_v3_2,javascript,OS,automatic_evaluation_summary,400,1106,cf4e3396d6700684b6cee597f91f4d5db297deeba603e8a1c8ce98d0e6434018,,outputs/evaluations/deepseek_chat_P1_one_shot_javascript_400_v1_eval.json_summary.json
76,deepseek_chat_v3_2,javascript,OS,automatic_evaluation_summary,400,1106,cf4e3396d6700684b6cee597f91f4d5db297deeba603e8a1c8ce98d0e6434018,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_one_shot_javascript_400_v1_eval.json_summary.json
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,320295,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,,outputs/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,320295,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,332174,f7fae25503beceb635103c23e222d0f9a501e22ab638200a1fa5f880ce07e576,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,320295,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,320295,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,332174,f7fae25503beceb635103c23e222d0f9a501e22ab638200a1fa5f880ce07e576,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl
77,deepseek_chat_v3_2,javascript,OS,code_grounded_detailed,400,320295,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1289,aee1ddb38efdd905f69c2aa55dcc342718b8f5c0615534d7cb4b4183be446e26,,outputs/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_summary.json
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1304,68dc76c07ed30f79b5cd2bc78c41d0a4761084d1afbf58c10cdc0e051f579a09,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_code_grounded_summary.json
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1121,876c8acb41029c19c3e8597a442104daea837bf9fd6c339d3b51e2a13f63aa4b,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_summary.json
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1289,aee1ddb38efdd905f69c2aa55dcc342718b8f5c0615534d7cb4b4183be446e26,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_summary.json
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1304,68dc76c07ed30f79b5cd2bc78c41d0a4761084d1afbf58c10cdc0e051f579a09,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_code_grounded_summary.json
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1121,876c8acb41029c19c3e8597a442104daea837bf9fd6c339d3b51e2a13f63aa4b,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_summary.json
78,deepseek_chat_v3_2,javascript,OS,code_grounded_summary,400,1304,68dc76c07ed30f79b5cd2bc78c41d0a4761084d1afbf58c10cdc0e051f579a09,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_code_grounded_summary.json
79,deepseek_chat_v3_2,javascript,OS,raw_generation,400,215050,a56a397d6858e7aa3d86b78e7ec75ccdf829273da481bc9740b34a3a80559286,,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1.jsonl
79,deepseek_chat_v3_2,javascript,OS,raw_generation,400,215050,a56a397d6858e7aa3d86b78e7ec75ccdf829273da481bc9740b34a3a80559286,,outputs/raw_generations/deepseek_chat_P1_one_shot_javascript_400_v1.jsonl
80,deepseek_chat_v3_2,javascript,ZS,automatic_evaluation_detailed,400,337960,b17656a1360ae54933fc6096266d7c23e5a5028bde487eaf5f10493cb9e9904f,,outputs/evaluations/deepseek_chat_P1_zero_shot_javascript_400_v1_eval.json_detailed.jsonl
80,deepseek_chat_v3_2,javascript,ZS,automatic_evaluation_detailed,400,337960,b17656a1360ae54933fc6096266d7c23e5a5028bde487eaf5f10493cb9e9904f,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_zero_shot_javascript_400_v1_eval.json_detailed.jsonl
81,deepseek_chat_v3_2,javascript,ZS,automatic_evaluation_summary,400,1091,4af000fc7c34d8f7cb43298748b2045c5f09bc90569b56328534a4f807ffcb1a,,outputs/evaluations/deepseek_chat_P1_zero_shot_javascript_400_v1_eval.json_summary.json
81,deepseek_chat_v3_2,javascript,ZS,automatic_evaluation_summary,400,1091,4af000fc7c34d8f7cb43298748b2045c5f09bc90569b56328534a4f807ffcb1a,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_zero_shot_javascript_400_v1_eval.json_summary.json
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,325930,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,,outputs/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,325930,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,337959,864ba0333dcd2da54f95448cca31f0bf1c254d14bc8c0b3a71f3646a3dd73fb5,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,325930,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,325930,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,337959,864ba0333dcd2da54f95448cca31f0bf1c254d14bc8c0b3a71f3646a3dd73fb5,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl
82,deepseek_chat_v3_2,javascript,ZS,code_grounded_detailed,400,325930,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1292,804d207c61f1cdf9f742c29e91b6e56c6eac59c9e69b3a1ea28f4904bf25b525,,outputs/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_summary.json
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1307,3048e58555f95794878bfbc3bc3ac5ae0221efc045ae16b0dc85308400236871,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_summary.json
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1106,a8a6a068f383d2f00856ffad9cf6c114b2cfbcb2f6a87afe24c3cba8c49e31a4,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1292,804d207c61f1cdf9f742c29e91b6e56c6eac59c9e69b3a1ea28f4904bf25b525,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_summary.json
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1307,3048e58555f95794878bfbc3bc3ac5ae0221efc045ae16b0dc85308400236871,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_summary.json
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1106,a8a6a068f383d2f00856ffad9cf6c114b2cfbcb2f6a87afe24c3cba8c49e31a4,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json
83,deepseek_chat_v3_2,javascript,ZS,code_grounded_summary,400,1307,3048e58555f95794878bfbc3bc3ac5ae0221efc045ae16b0dc85308400236871,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_summary.json
84,deepseek_chat_v3_2,javascript,ZS,raw_generation,400,220681,8ed5d09e4e7880b8132124fbfa3c5fbf911e87f961564248ed23502923fcf7f0,,outputs/raw_generations/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1.jsonl
84,deepseek_chat_v3_2,javascript,ZS,raw_generation,400,220681,8ed5d09e4e7880b8132124fbfa3c5fbf911e87f961564248ed23502923fcf7f0,,outputs/raw_generations/deepseek_chat_P1_zero_shot_javascript_400_v1.jsonl
85,deepseek_chat_v3_2,python,FS,automatic_evaluation_detailed,400,335484,35b5bf0e157d95551bde136ef2671490ee2f2ac1e6cd651de3d703ab8b5ab31e,,outputs/evaluations/deepseek_chat_P1_few_shot_python_400_v1_eval.json_detailed.jsonl
85,deepseek_chat_v3_2,python,FS,automatic_evaluation_detailed,400,335484,35b5bf0e157d95551bde136ef2671490ee2f2ac1e6cd651de3d703ab8b5ab31e,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_few_shot_python_400_v1_eval.json_detailed.jsonl
86,deepseek_chat_v3_2,python,FS,automatic_evaluation_summary,400,1080,316a1680e5b1bef66464acdf8e3dae6cd2abc91600a438430384ea7aebb86a43,,outputs/evaluations/deepseek_chat_P1_few_shot_python_400_v1_eval.json_summary.json
86,deepseek_chat_v3_2,python,FS,automatic_evaluation_summary,400,1080,316a1680e5b1bef66464acdf8e3dae6cd2abc91600a438430384ea7aebb86a43,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_few_shot_python_400_v1_eval.json_summary.json
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,321835,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,335475,cf2d8f0dc41b965f27b60effc764d56d7c991040441cb45ec3a745404930aeb5,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_detailed.jsonl
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,321835,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,,outputs/evaluations/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,321835,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,321835,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,335475,cf2d8f0dc41b965f27b60effc764d56d7c991040441cb45ec3a745404930aeb5,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_detailed.jsonl
87,deepseek_chat_v3_2,python,FS,code_grounded_detailed,400,321835,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1266,3afd3eac18fd629f5f319eb95bafe6f30603254f3d462a9a9281d83d90d29f44,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1095,32adacaa4ad707b844c29de0baa4cf3f7f8acc7e87dcb6fbdb48d48ba27259fd,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_summary.json
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1251,5ac5e998031bb1ed8f967923cc70328441077f95760e13c70ee5cc1740b5f3af,,outputs/evaluations/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1251,5ac5e998031bb1ed8f967923cc70328441077f95760e13c70ee5cc1740b5f3af,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1266,3afd3eac18fd629f5f319eb95bafe6f30603254f3d462a9a9281d83d90d29f44,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1095,32adacaa4ad707b844c29de0baa4cf3f7f8acc7e87dcb6fbdb48d48ba27259fd,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_summary.json
88,deepseek_chat_v3_2,python,FS,code_grounded_summary,400,1266,3afd3eac18fd629f5f319eb95bafe6f30603254f3d462a9a9281d83d90d29f44,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json
89,deepseek_chat_v3_2,python,FS,raw_generation,400,225705,68e360e20c94c400c1174321b944a11d81a3c4e74ef010640b065fb99413aab2,,outputs/raw_generations/commercial-new/deepseek_chat_P1_few_shot_python_400_v1.jsonl
89,deepseek_chat_v3_2,python,FS,raw_generation,400,225705,68e360e20c94c400c1174321b944a11d81a3c4e74ef010640b065fb99413aab2,,outputs/raw_generations/deepseek_chat_P1_few_shot_python_400_v1.jsonl
90,deepseek_chat_v3_2,python,OS,automatic_evaluation_detailed,400,329906,341d33abf491edcee40983243195f9c339c16092faa0deb994b1b25d9cf200a3,,outputs/evaluations/deepseek_chat_P1_one_shot_python_400_v1_eval.json_detailed.jsonl
90,deepseek_chat_v3_2,python,OS,automatic_evaluation_detailed,400,329906,341d33abf491edcee40983243195f9c339c16092faa0deb994b1b25d9cf200a3,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_one_shot_python_400_v1_eval.json_detailed.jsonl
91,deepseek_chat_v3_2,python,OS,automatic_evaluation_summary,400,1080,0fd8b3cf2c90d8ea85f295654bd6a2eb5f374b08d495f455f98f2984ae624889,,outputs/evaluations/deepseek_chat_P1_one_shot_python_400_v1_eval.json_summary.json
91,deepseek_chat_v3_2,python,OS,automatic_evaluation_summary,400,1080,0fd8b3cf2c90d8ea85f295654bd6a2eb5f374b08d495f455f98f2984ae624889,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_one_shot_python_400_v1_eval.json_summary.json
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,316529,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,,outputs/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,316529,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,329907,46f85e1d87cc4ffec8fe3e1d4d1fe44c867fb4019823a10d5788f07d7511f564,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,316529,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,316529,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,329907,46f85e1d87cc4ffec8fe3e1d4d1fe44c867fb4019823a10d5788f07d7511f564,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl
92,deepseek_chat_v3_2,python,OS,code_grounded_detailed,400,316529,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1257,d12026df828ab0bfd5b2513d31cdf9d0178585cf6d5ba316489d289a420521b5,,outputs/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_summary.json
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1272,ecae236d242047d7ed3d09867fad4efbb99068fd99e585d2b9ecddbd7e2b3309,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_summary.json
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1095,9c2944409bff8e4afca914527de9d4562726fd53b1f3f96603cd0f8962bec77d,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_summary.json
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1257,d12026df828ab0bfd5b2513d31cdf9d0178585cf6d5ba316489d289a420521b5,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_summary.json
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1272,ecae236d242047d7ed3d09867fad4efbb99068fd99e585d2b9ecddbd7e2b3309,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_summary.json
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1095,9c2944409bff8e4afca914527de9d4562726fd53b1f3f96603cd0f8962bec77d,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_summary.json
93,deepseek_chat_v3_2,python,OS,code_grounded_summary,400,1272,ecae236d242047d7ed3d09867fad4efbb99068fd99e585d2b9ecddbd7e2b3309,,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_summary.json
94,deepseek_chat_v3_2,python,OS,raw_generation,400,220549,c0ca545e48b93963dfdacf71c237ddd0a53d82c28177b21fd15bbed430a86447,,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_python_400_v1.jsonl
94,deepseek_chat_v3_2,python,OS,raw_generation,400,220549,c0ca545e48b93963dfdacf71c237ddd0a53d82c28177b21fd15bbed430a86447,,outputs/raw_generations/deepseek_chat_P1_one_shot_python_400_v1.jsonl
95,deepseek_chat_v3_2,python,ZS,automatic_evaluation_detailed,400,334856,bbb48c42383f718a8edd8fc3d291978317091ff1b2852c48e230f0d926a598fc,,outputs/evaluations/deepseek_chat_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
95,deepseek_chat_v3_2,python,ZS,automatic_evaluation_detailed,400,12439,9836d49a8e24293385222a27ebeac1273f3da51d96ea4053f014cb4083cfe41a,,outputs/evaluations/deepseek_reasoner_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
95,deepseek_chat_v3_2,python,ZS,automatic_evaluation_detailed,400,334856,bbb48c42383f718a8edd8fc3d291978317091ff1b2852c48e230f0d926a598fc,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
95,deepseek_chat_v3_2,python,ZS,automatic_evaluation_detailed,400,12439,9836d49a8e24293385222a27ebeac1273f3da51d96ea4053f014cb4083cfe41a,,outputs/segregated_results/commercial-base/eval/deepseek_reasoner_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
96,deepseek_chat_v3_2,python,ZS,automatic_evaluation_summary,400,1075,4ef393dd942be5f591141a3f820650d3493cd502e5031ac34cad89590fa632ab,,outputs/evaluations/deepseek_chat_P1_zero_shot_python_400_v1_eval.json_summary.json
96,deepseek_chat_v3_2,python,ZS,automatic_evaluation_summary,400,1097,0e8893a1ab1ebae45b72cf72a1e96dc0470bb4fa445b618bcf868693b8e180a0,,outputs/evaluations/deepseek_reasoner_P1_zero_shot_python_400_v1_eval.json_summary.json
96,deepseek_chat_v3_2,python,ZS,automatic_evaluation_summary,400,1075,4ef393dd942be5f591141a3f820650d3493cd502e5031ac34cad89590fa632ab,,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_zero_shot_python_400_v1_eval.json_summary.json
96,deepseek_chat_v3_2,python,ZS,automatic_evaluation_summary,400,1097,0e8893a1ab1ebae45b72cf72a1e96dc0470bb4fa445b618bcf868693b8e180a0,,outputs/segregated_results/commercial-base/eval/deepseek_reasoner_P1_zero_shot_python_400_v1_eval.json_summary.json
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,321375,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,,outputs/correctness/deepseek_chat_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,12087,8d2d2f2dbf9a0c9aa456f552eef6a14ca9a3ca37e6e1d7b3705151b9da30ed9a,,outputs/correctness/deepseek_reasoner_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,321375,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,334852,3cd447c378a7bd7cdcbf4dc5e404e82cf9c62ced021c87b31b4d7a883b6b0771,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,12087,8d2d2f2dbf9a0c9aa456f552eef6a14ca9a3ca37e6e1d7b3705151b9da30ed9a,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_reasoner_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,12439,9836d49a8e24293385222a27ebeac1273f3da51d96ea4053f014cb4083cfe41a,,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_reasoner_P1_zero_shot_python_400_v1_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,321375,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,12087,8d2d2f2dbf9a0c9aa456f552eef6a14ca9a3ca37e6e1d7b3705151b9da30ed9a,,outputs/segregated_results/commercial-base/correctness/deepseek_reasoner_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,321375,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,334852,3cd447c378a7bd7cdcbf4dc5e404e82cf9c62ced021c87b31b4d7a883b6b0771,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl
97,deepseek_chat_v3_2,python,ZS,code_grounded_detailed,400,12087,8d2d2f2dbf9a0c9aa456f552eef6a14ca9a3ca37e6e1d7b3705151b9da30ed9a,,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_reasoner_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
